,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
8998,100000,2,2,1,46,-1,3,2,0,0,-1,5291,5045,3336,1863,390,930,0,0,0,0,930,0,1
21647,70000,2,2,2,25,2,2,2,2,2,2,67588,68983,70691,71692,67740,68470,3100,3400,2752,0,5156,0,1
839,500000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20767,400000,1,2,1,42,0,-1,-1,0,0,-1,2984,3353,8372,7743,4984,3027,3369,8379,1074,124,3042,2891,1
29640,200000,1,2,1,37,-2,-1,-1,-1,0,0,500,598,1946,11900,6344,4747,598,1950,11921,4,3,1201,1
3310,110000,2,1,1,31,2,2,2,0,0,0,107507,108067,83164,79428,80235,79412,7960,0,3000,3000,3100,3000,1
6515,50000,1,2,1,41,0,0,0,0,0,0,48027,48725,29600,20150,19232,17143,3000,1600,2004,2000,1000,4000,1
8794,90000,2,1,2,27,-1,-1,-1,0,0,-2,700,2122,1897,1190,0,0,2122,1897,0,0,0,0,1
2297,500000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5041,310000,1,1,2,28,0,0,0,0,0,0,272588,169978,156699,131276,118837,119402,9978,6699,11276,9695,19402,6270,1
9413,100000,2,1,1,39,2,2,2,2,2,2,97284,99542,99898,99786,97670,100959,4700,2950,3100,5,6170,7,1
25471,140000,2,2,2,26,0,0,0,0,0,2,271896,141057,144306,141949,141345,136379,14000,7200,19000,10400,0,4931,1
23619,150000,2,1,2,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
27615,120000,2,2,2,27,2,2,2,2,2,2,120649,123203,119820,124755,99423,101718,6000,0,8500,0,11345,3700,1
6999,50000,2,3,1,57,2,0,0,0,0,0,47349,46353,38081,16970,17695,18401,1892,2600,2000,1000,1000,1500,1
20804,290000,1,2,1,42,-2,-2,-2,-2,-1,-1,0,0,0,0,1855,3940,0,0,0,1855,3940,2490,1
16405,320000,2,2,1,32,0,0,0,-2,-1,0,44312,23132,-2793,-2793,20381,25198,3000,23,0,23381,5000,5000,1
14825,200000,2,2,1,34,-1,0,-1,-1,-1,-1,795,1795,3618,0,1496,0,1000,3618,0,1496,0,0,1
22855,90000,2,1,2,31,0,0,2,2,2,2,77278,83357,85229,85939,83680,89319,8000,4100,3000,0,7000,3100,1
7999,130000,1,1,2,36,0,0,0,0,-2,-2,127790,128272,6230,0,0,0,6000,1400,0,0,0,0,1
11744,220000,1,1,2,51,-1,-1,-1,-1,-1,-1,20730,-270,53895,-105,20895,20835,0,54165,0,21000,20940,33460,1
23039,220000,2,1,1,41,8,7,6,5,4,3,246915,243234,238172,232446,227800,225044,0,0,0,0,0,0,1
784,230000,2,2,1,32,0,0,0,0,2,0,87764,73526,72376,76870,75211,76645,2630,2614,6000,0,3000,2800,1
7227,410000,1,1,1,34,-1,0,0,0,0,-1,109256,15134,5063,1019,14585,5370,15000,4867,803,14436,5396,875,1
16625,50000,1,1,2,32,2,2,2,2,2,2,30559,31753,32847,33308,33755,34565,2000,1900,1300,1300,1500,1500,1
8292,170000,1,1,1,35,-1,-1,-2,-2,-2,-1,473,-103,-103,-103,-103,2297,0,0,0,0,2400,0,1
4784,50000,1,2,2,40,0,0,0,0,0,0,48331,49163,49754,19169,19480,19569,2300,2200,1000,1000,800,700,1
3413,150000,1,1,2,33,1,2,2,2,0,0,88590,85800,91242,88399,89629,94637,0,7400,0,3300,7000,0,1
14530,30000,1,2,3,44,0,0,0,0,0,0,6289,9331,12380,15158,15760,18985,3173,3222,3000,1000,3500,2000,1
1488,50000,1,1,2,28,3,2,2,0,0,0,49828,50467,48964,49447,44067,44760,2121,0,2000,2000,2000,2000,1
7452,350000,2,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
10315,160000,2,1,2,32,-1,-1,-1,-1,-1,-1,1179,4042,270,52,0,394,4042,270,0,0,394,646,1
19025,440000,2,2,2,28,1,2,2,0,0,0,209176,215231,204369,186201,183518,148169,11000,54,7530,7648,6310,3312,1
1144,100000,2,2,1,35,2,0,0,2,2,0,98845,95265,98571,99322,96661,95951,4600,8002,4003,2,4005,4000,1
27790,60000,2,2,2,24,2,2,0,0,2,2,47210,46155,46838,50044,50923,52158,0,1725,4000,2000,2200,2100,1
7784,20000,1,2,2,46,-1,-1,-1,0,0,-2,780,0,1170,780,0,0,0,1170,0,0,0,0,1
25460,30000,2,1,1,23,2,0,0,0,0,0,25665,26669,28080,28836,28812,29400,1433,1844,1600,576,588,600,1
2331,90000,2,1,2,29,-2,-2,-2,-2,-2,-2,1709,2522,3426,3426,2921,2197,2522,3426,3426,2921,2197,3087,1
7016,230000,1,2,2,31,0,0,0,0,0,0,14529,16597,18968,21435,27151,26815,5500,3000,4000,8000,4000,5000,1
13504,50000,1,2,1,35,-1,2,0,0,0,0,15609,14686,15831,16884,18070,19218,0,2100,2000,2000,2000,2000,1
1016,160000,2,1,2,26,0,0,0,-1,-1,-1,2198,11155,0,12315,0,11855,9155,0,12315,0,11855,0,1
25278,80000,2,3,2,27,0,0,0,0,0,0,54184,24393,25924,16558,17280,17652,1500,2000,1300,1000,650,1000,1
18396,20000,2,1,2,24,-2,2,2,2,2,0,18252,19650,19054,20285,19563,17899,2000,0,2000,0,356,3431,1
3884,20000,1,2,2,24,-1,-1,2,-1,0,0,390,780,390,780,780,0,780,0,780,0,0,0,1
16541,50000,1,2,2,27,2,2,0,0,0,0,49079,47992,48502,49170,49891,50570,0,1842,1770,1751,3894,0,1
11962,220000,2,2,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
13555,210000,2,2,2,25,0,0,0,0,0,0,79453,61742,65068,73934,74752,82638,3000,5000,10000,2800,10000,5000,1
20889,220000,1,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9665,360000,2,1,2,27,0,0,0,0,0,2,21275,22517,23707,24145,24068,24350,1800,1800,1000,1649,1003,3,1
10741,360000,1,2,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
4981,240000,1,3,1,43,-1,-1,2,2,2,2,2690,2500,2500,2500,2500,0,2500,0,0,0,0,0,1
14521,160000,1,1,2,33,1,-1,2,0,0,-1,-77,1598,1097,772,447,797,2000,0,0,0,1000,0,1
1555,340000,1,1,1,52,-2,-2,-2,-2,-2,-2,30832,33652,35192,30000,10766,33887,33670,35212,30000,10766,33905,30200,1
14534,130000,1,2,2,31,0,0,2,0,-1,-1,48628,52379,31247,40047,12450,2294,5207,0,9000,12450,2294,0,1
29973,230000,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
12717,260000,2,1,1,46,-1,-1,-1,-1,-1,-1,451,268,604,664,734,1076,268,604,664,734,1076,1220,1
11043,120000,1,1,1,34,2,2,2,2,2,0,118096,120455,116061,116959,112050,111153,12000,0,9500,0,4100,5000,1
27954,200000,2,3,1,26,0,0,0,0,0,0,201642,202486,197888,145078,137272,131447,7671,6210,4500,4200,6200,4200,1
23490,120000,2,1,2,33,-1,-1,-1,-1,-1,2,332,332,538,3160,2928,2596,332,538,3160,100,0,2959,1
6717,140000,1,1,2,27,0,0,0,2,0,0,19484,20114,16606,9609,5429,9763,2000,10063,0,2000,5000,5000,1
3345,50000,2,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,7700,1
20358,20000,1,2,2,22,1,2,2,0,0,0,17336,17751,18113,14885,14975,15311,1000,1003,1300,900,700,4700,1
24913,110000,1,2,1,34,1,2,3,2,0,0,53524,58646,57156,54984,57437,59204,6600,0,0,4000,3500,2200,1
13613,340000,1,1,2,25,-1,0,0,0,0,0,239715,421651,203784,181490,154478,135259,10469,6618,5168,5014,5398,2738,1
10850,210000,1,2,1,33,0,0,0,0,0,0,141571,138588,142343,69004,70596,69388,5000,6000,2270,2500,2472,2600,1
2012,20000,2,2,2,40,2,2,0,0,0,3,18278,17696,19008,19083,21871,21236,0,1612,687,3100,0,0,1
1627,50000,2,2,1,47,0,0,0,0,0,0,44624,45128,3837,3913,4146,4225,2355,1064,140,296,296,301,1
20883,100000,1,2,2,41,-1,2,2,2,2,2,1941,3255,3056,4998,4769,9691,1500,0,2000,0,5000,0,1
14333,50000,2,1,2,27,1,2,2,0,-1,2,2238,3057,1879,889,2399,1225,2000,0,0,2500,0,1300,1
16770,40000,1,2,1,38,3,2,0,0,2,0,38291,37380,38180,40524,39720,39860,0,1706,3050,0,1565,1278,1
24226,70000,1,2,1,30,1,2,0,0,0,0,72576,70775,68184,67172,50596,48876,0,3047,2849,1800,2000,1944,1
24556,260000,1,1,2,31,-1,-1,-1,-1,-1,-1,500,0,832,0,284,463,0,832,0,284,463,0,1
10949,60000,2,1,2,24,0,0,0,0,0,0,18220,18743,17624,17457,21386,4340,1553,1200,349,5345,0,316,1
19098,80000,2,1,1,27,3,2,0,0,0,3,71965,70232,71794,73125,82798,81336,0,3278,3211,11457,0,0,1
1209,20000,1,3,1,23,-1,-1,0,0,0,0,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155,1
12268,110000,2,2,2,25,2,0,0,0,0,0,109924,111805,108207,75808,78490,81238,6000,4380,3000,5000,10000,3000,1
5398,50000,2,1,2,27,1,2,2,0,0,2,12884,14382,13859,14032,14852,14464,2000,0,700,1200,0,1365,1
7052,160000,2,2,2,29,0,0,-1,-1,-1,-1,36134,21827,421,421,2876,1949,21000,421,421,2876,1949,8090,1
15169,40000,2,2,2,23,2,2,2,0,0,0,8160,9197,9895,11420,12723,14360,1327,1000,2000,1500,2000,0,1
17732,50000,2,3,2,60,2,2,2,0,0,0,46554,50774,49551,22673,17147,17505,5000,0,2300,1000,635,580,1
16380,90000,2,1,2,33,0,0,0,2,2,2,33035,34178,36133,38240,37325,39725,2000,2500,3000,0,3000,2000,1
24966,160000,1,1,2,37,2,2,2,2,0,0,63043,67460,68554,66841,74763,87692,6079,3064,0,10000,15000,0,1
10410,50000,2,1,2,32,1,2,2,2,0,0,20091,20175,22718,22057,23044,24990,700,3200,0,1500,2340,924,1
2660,200000,1,1,2,29,-1,-1,-1,0,-1,-1,4810,0,726,726,495,1402,0,726,0,495,1562,1420,1
199,30000,2,3,2,22,1,2,2,0,0,0,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,1
15155,200000,2,2,2,22,0,0,0,0,0,2,205736,199379,132963,145115,153040,155636,7758,5001,15000,10800,5600,0,1
16789,220000,1,3,1,39,2,2,2,2,2,2,175808,179399,183039,185541,187984,191837,8000,8000,7000,7000,7000,0,1
14865,20000,1,2,1,32,0,0,0,0,0,0,17106,18282,19424,19208,19600,20000,1458,1600,384,392,400,0,1
20979,120000,1,2,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
14178,90000,2,2,1,41,1,1,-2,-2,-2,-2,28636,-2364,-2364,-2364,-2364,-2364,0,0,0,0,0,0,1
1513,210000,2,3,2,33,1,-2,-1,-1,-1,-1,0,0,3104,4056,565,960,0,3104,4056,565,960,1958,1
15488,200000,1,1,1,42,1,-1,-1,-1,-1,-1,0,581,581,581,581,581,581,581,581,581,581,581,1
23516,180000,2,2,1,34,-2,-2,-2,-2,-2,-2,10485,274,9333,26656,274,1624,274,9333,26656,274,1624,274,1
22972,50000,2,2,2,36,0,0,2,0,0,0,23368,27050,27086,28525,30895,33003,4400,761,2200,2862,2770,2200,1
28726,130000,2,2,1,40,0,0,0,2,0,0,54137,28019,29927,24555,24873,26583,2600,3500,498,3000,3300,3000,1
9228,60000,1,1,2,24,-1,-1,-1,-2,-1,-1,390,780,0,0,371,18239,780,0,0,371,18239,650,1
9078,10000,2,2,1,53,0,0,0,-2,-2,-2,9269,10400,0,0,0,0,1400,0,0,0,0,0,1
6315,10000,1,1,2,24,0,0,2,0,0,0,4216,6476,6224,6347,12856,8078,2500,0,227,239,3412,0,1
28187,210000,2,1,1,34,-1,-1,-1,-1,-1,-1,326,983,1297,326,326,326,983,1297,326,326,326,326,1
1071,150000,2,2,1,44,-1,-1,-1,-1,-1,-1,390,5104,10318,5775,14441,780,5104,10318,10355,14441,780,66950,1
2582,110000,2,3,1,46,0,0,2,2,0,0,94025,101460,102724,100188,102110,107014,8942,3800,0,3685,6580,4703,1
24199,220000,1,3,1,30,2,-1,-1,-1,-1,-1,780,390,0,780,0,780,390,0,780,0,780,390,1
24445,140000,1,1,3,41,0,0,0,0,0,0,130138,132726,135494,136679,130812,67349,4756,4912,3781,2500,3000,2700,1
8392,500000,1,2,2,32,-1,-1,0,0,0,-1,264,286,550,286,22,14454,286,528,0,128,15239,100000,1
2055,130000,1,3,1,46,1,2,0,0,0,0,26582,25956,25144,23235,13277,13895,100,2000,1000,700,1000,2000,1
15086,260000,1,1,2,35,2,2,2,0,0,2,139582,149124,145333,148332,160810,155683,13400,0,6910,16502,0,5847,1
1974,130000,1,1,2,25,1,-2,-2,-2,-2,-2,-2000,-2000,-2000,-2000,-2000,-2000,0,0,0,0,0,0,1
16125,30000,2,2,1,34,2,2,0,0,0,2,16944,16374,17724,18473,19763,19306,0,1620,1350,1600,0,1630,1
3592,20000,2,3,3,51,2,0,0,0,0,2,18355,17165,17676,18300,20278,20192,1600,1500,900,3600,393,0,1
13024,240000,2,2,1,48,-2,-2,-2,-2,-2,-2,-5,-5,1056,-4,950,158,0,1061,0,954,158,1796,1
1910,360000,1,1,1,38,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,1
185,100000,2,2,1,38,1,2,0,0,2,0,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,1
15624,280000,2,1,2,30,1,-1,-1,-1,0,0,0,230,0,327,168,168,230,0,327,0,0,0,1
15853,60000,2,2,2,27,3,2,2,2,4,3,56670,57252,55764,64522,62945,61700,2100,0,9700,0,0,0,1
8305,30000,1,2,1,47,0,0,0,0,2,0,24422,25480,26425,30525,29063,29022,1455,1400,4500,0,1500,2000,1
8471,30000,2,2,2,22,2,0,0,0,0,3,18796,20489,22142,25438,28453,27699,2000,2000,4000,3600,0,2200,1
29569,290000,1,1,1,38,2,0,0,0,0,0,97531,99413,96194,96089,92505,74760,4429,5000,2928,3097,2033,1051,1
16877,160000,1,2,1,41,-1,-1,-1,-1,0,-1,326,1306,326,79652,326,49326,1306,652,79652,0,49326,326,1
16110,200000,2,2,1,33,0,0,0,0,0,0,103876,66894,12475,14208,15270,14880,2034,3000,2083,10000,0,1286,1
26150,50000,2,2,1,34,3,3,2,2,2,2,47904,48240,48602,46289,44837,44535,2000,2001,499,2000,2000,1500,1
4862,80000,2,2,1,32,3,2,2,2,0,0,72385,72643,73462,71681,73375,74794,2000,2600,0,2850,2800,3000,1
20377,10000,1,2,2,21,2,0,0,0,0,0,8999,9042,10038,9784,9984,9780,1400,1305,1000,200,196,0,1
71,320000,1,2,2,29,2,2,2,2,2,2,58267,59246,60184,58622,62307,63526,2500,2500,0,4800,2400,1600,1
27013,50000,1,2,1,43,-1,2,-1,-1,2,-1,780,390,390,650,260,520,0,390,650,0,800,800,1
9146,70000,2,3,1,35,3,2,2,2,0,0,69852,67531,28650,27590,27850,28085,0,2708,0,1010,1013,2000,1
29355,200000,1,1,2,29,1,2,0,0,0,0,7885,7613,9318,10297,17321,21263,0,2003,2063,8000,4033,2199,1
12663,10000,1,3,2,28,2,0,0,-1,-1,0,6302,6390,0,1170,9956,9992,1000,1600,1170,9956,282,91,1
2801,140000,1,2,2,28,1,3,4,3,2,0,82265,86127,84107,82362,74000,60977,5747,0,0,0,2600,2800,1
21633,30000,2,5,2,22,0,0,0,0,0,-2,24979,26418,26791,14500,0,0,1859,1232,1040,0,0,0,1
15913,20000,2,2,1,29,0,0,0,-1,-1,-1,3138,4090,2060,780,1000,0,1030,1000,780,1000,0,0,1
957,200000,2,1,1,34,-1,0,0,-1,0,-1,6206,6723,7545,362,181,488,1120,1024,362,0,488,300,1
25426,100000,2,2,2,26,2,2,0,0,0,0,88728,86405,88636,83516,39871,39626,0,3639,2347,3901,1327,530,1
11452,50000,1,2,2,39,1,2,0,0,0,0,50468,48621,49987,19663,16769,16550,0,2600,650,752,596,578,1
27812,100000,2,2,2,28,0,-1,2,2,-1,-1,1506,89,89,0,356,16213,89,0,0,356,16213,0,1
24481,220000,1,2,2,31,1,2,0,0,0,0,224244,210290,179645,166753,82058,20650,0,6800,6640,4100,1100,0,1
224,50000,2,3,2,37,1,3,2,0,0,0,52626,51537,49205,30394,30249,29957,0,24,1500,1000,1201,30592,1
18898,140000,2,5,2,28,0,0,-1,0,0,0,108018,6500,6327,138485,140492,141006,1000,6327,135000,4700,5000,5000,1
11970,30000,1,2,1,47,-1,-1,0,0,0,0,778,5898,8610,8402,10878,10790,5900,3000,299,3000,608,274,1
13081,500000,2,1,2,39,-2,-2,-2,-1,0,-1,1950,2900,1950,2739,2739,170,2900,2000,2739,0,170,205,1
7721,360000,2,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
6088,90000,2,2,2,24,0,0,2,2,2,2,26928,29773,30091,30922,34112,34280,3600,1100,1630,4000,1200,0,1
5738,20000,1,3,2,23,1,2,2,3,2,2,9126,8835,11088,10618,10304,11232,0,2400,0,0,1100,0,1
15320,170000,2,2,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,330,0,0,0,0,330,1290,1
427,170000,2,1,2,31,-1,-1,-1,-1,0,-1,199,199,199,398,199,199,199,199,398,0,199,398,1
29994,80000,1,2,2,34,2,2,2,2,2,2,72557,77708,79384,77519,82607,81158,7000,3500,0,7000,0,4000,1
25193,30000,2,2,2,23,2,0,0,0,0,0,27216,28420,27929,28920,27997,28378,3003,1482,1703,1001,1500,1845,1
15517,50000,1,3,1,41,2,2,2,2,-2,-2,20186,15773,13555,0,0,0,2700,103,0,0,0,0,1
15035,200000,1,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
10418,500000,1,1,1,64,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1063,1
10064,60000,1,2,2,28,0,0,0,0,0,0,60721,61452,59797,30372,45283,24588,4000,1353,27826,1300,1903,3000,1
2784,100000,2,1,2,27,1,2,0,0,0,0,53213,50842,48205,47324,45723,46708,6,2031,1800,2000,1900,2000,1
9292,140000,2,2,1,30,0,0,2,4,3,2,106298,111040,122612,120270,118091,122963,6451,15000,1100,0,7000,0,1
28049,150000,2,1,2,29,-2,-2,-2,-2,-2,-1,0,5067,131,987,0,14001,5067,131,987,400,14001,0,1
23884,300000,1,2,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
27800,100000,2,2,2,26,2,2,2,2,2,2,30067,36705,35847,37939,38619,37868,7500,0,3500,1600,0,1600,1
18116,60000,1,2,1,42,2,2,2,2,2,0,4136,6355,7604,7603,7332,7712,2300,1500,270,0,500,500,1
8796,230000,2,1,2,28,0,0,0,0,0,0,51545,42151,44532,42517,44087,40581,2000,3000,2000,2000,1242,2759,1
7564,130000,1,1,2,41,-1,-1,-1,-1,-1,-1,1392,0,696,1076,316,696,0,696,1076,316,696,696,1
22755,230000,2,2,1,39,0,-1,0,0,-1,0,5650,3798,6701,10382,4842,5792,3798,3000,5000,4842,3000,3000,1
3017,30000,1,3,2,36,0,0,0,-2,-2,-2,30328,29999,0,0,0,0,1768,0,0,0,0,0,1
16087,260000,2,2,1,32,-2,-2,-2,-2,-2,-2,1249,0,0,0,1178,1692,0,0,0,1178,1692,810,1
21523,20000,2,2,2,22,-1,3,2,2,0,0,18021,17439,17466,17846,18310,18923,0,600,1000,1000,1000,700,1
16559,310000,1,1,1,29,1,2,0,0,0,0,191457,187341,70359,77884,87484,89633,651,15000,10000,10200,2149,299,1
6654,190000,2,1,2,26,2,0,0,0,0,0,204297,106428,109736,111487,114878,118541,6355,6500,5000,5117,5644,4767,1
20754,20000,1,3,1,40,0,0,2,3,2,2,13370,16326,17963,17386,16809,18137,3200,2200,0,0,1600,900,1
3187,360000,1,1,1,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
11739,300000,2,1,1,47,2,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,1
13387,280000,1,3,1,37,0,0,0,0,0,0,271276,275970,280276,188923,192333,195774,16991,10447,6006,6006,6147,5001,1
6176,30000,1,3,2,28,2,2,2,0,0,0,22323,25961,25141,22272,22844,19436,4000,9,1000,1013,1300,10000,1
13400,50000,2,3,1,32,2,2,2,2,2,2,46364,47429,46345,49231,48537,46774,2100,0,3600,1900,0,3285,1
6833,10000,1,2,1,42,-1,2,0,0,2,2,9860,9169,9055,9908,9611,10059,0,1200,1000,0,1000,0,1
14211,190000,2,2,2,39,0,0,0,0,2,0,70396,65185,53691,56997,55956,58020,5000,2000,4200,0,3000,9000,1
17831,50000,1,1,2,24,2,0,0,2,0,0,5524,6474,8896,7088,7109,6898,1500,2700,0,500,500,500,1
4284,80000,2,3,1,44,0,0,0,0,0,0,40821,42443,42573,43386,13513,13781,2281,1411,1224,491,493,662,1
16812,100000,1,2,1,40,2,2,2,2,2,0,70762,69025,74489,78660,76797,78404,0,6600,6000,0,3000,3100,1
6150,300000,2,3,2,39,1,-2,-1,-1,-1,-1,-3928,-5973,4735,6186,116,14429,1720,344467,6822,49,15000,12000,1
2427,50000,1,1,2,33,1,2,2,0,0,2,26957,28230,27483,27728,29681,29053,2000,0,1000,2400,0,2400,1
15447,20000,1,2,2,26,0,0,2,2,0,0,15481,18004,19121,18521,18615,19015,3100,1700,0,700,700,860,1
25845,230000,2,2,1,45,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,572,1
18795,80000,2,2,1,29,-2,-2,-1,2,2,-2,2801,0,21197,20400,20000,20000,0,21197,0,0,0,0,1
2531,240000,1,3,1,35,1,-2,-2,-1,-1,-2,-2,-2,-2,968,-2,-2,0,0,970,0,0,0,1
2629,30000,2,2,1,32,2,2,0,0,0,-1,28156,27422,28335,20946,15525,7422,0,1542,1024,1000,7422,281,1
24697,90000,1,1,1,38,2,0,0,0,0,0,88937,87866,87343,89786,67803,69324,3103,3500,4200,2426,2613,3000,1
8262,180000,1,2,1,28,0,0,0,0,0,0,180827,175914,176778,172440,168914,171645,6600,7738,6200,6418,13000,0,1
18688,360000,2,2,1,28,-2,2,0,-1,-1,-1,9278,6198,5154,2453,570,0,6213,1025,2465,572,0,0,1
17355,50000,2,3,1,48,0,0,0,0,0,0,41842,42422,43050,43650,45217,46044,1984,2019,2026,3000,2000,1500,1
17049,60000,2,2,1,25,2,0,0,2,0,0,33598,34733,37460,36558,37945,38782,2000,3600,0,2000,1600,1600,1
5219,80000,2,2,1,47,0,0,2,0,0,0,77714,79049,79206,78031,78293,78870,5000,3000,3000,3000,3000,5000,1
12555,150000,2,1,2,30,0,0,0,0,0,0,150311,138240,138887,144170,149970,145262,5500,3400,5883,5800,2905,2799,1
3291,120000,1,1,2,31,2,0,0,2,0,0,25719,29961,32451,31630,34115,36551,5000,3000,0,3000,3000,4000,1
25984,30000,2,2,2,46,0,0,2,2,2,0,19495,22254,21616,26695,25970,26402,3400,0,5800,0,1000,1400,1
17541,20000,2,2,2,37,1,2,0,0,0,2,16174,15617,16646,17648,18819,17992,0,1285,1287,1458,0,644,1
7776,360000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
28200,430000,2,1,2,36,0,0,0,0,0,0,258212,232225,237297,240682,245337,242481,10500,10300,9000,8541,9054,8543,1
1893,130000,2,1,1,38,0,0,0,-2,-2,-2,64942,66775,0,0,0,0,4000,0,0,0,0,0,1
26321,160000,2,2,1,44,-1,-1,-2,-2,-2,-2,1224,0,0,0,0,0,0,0,0,0,0,0,1
1523,30000,2,1,2,27,2,2,2,2,2,2,28207,29261,28497,29862,43148,30603,1800,0,2150,900,3776,0,1
28109,60000,2,2,1,39,-1,-1,-1,-2,-2,-1,12545,1217,0,0,0,465,1217,0,0,0,465,0,1
11282,50000,1,3,1,47,1,2,0,0,0,0,66978,65198,48951,17744,36230,37128,0,2600,635,657,750,501,1
10034,270000,1,3,1,53,0,0,0,0,0,0,239963,224278,196747,108242,72480,36440,8710,8119,4500,3000,2000,131904,1
1349,10000,2,2,2,49,1,2,0,0,0,0,8184,5011,5728,4255,2782,1309,0,1000,0,0,0,0,1
28751,240000,2,2,1,43,0,0,0,0,0,0,244103,240733,236553,241215,230480,234610,9102,8602,9013,8195,8202,7902,1
23811,50000,2,1,2,61,3,2,0,0,-2,-2,60458,54438,53605,0,0,0,0,1100,0,0,0,0,1
19549,360000,2,1,2,32,0,0,0,0,0,0,11358,17580,17416,14789,11800,21831,7079,7000,5000,0,11831,13000,1
8277,30000,1,2,2,25,0,0,0,0,0,0,26328,27470,28541,28509,29265,0,1868,1939,907,1100,0,0,1
16305,50000,2,2,1,33,1,2,0,0,-2,-2,7642,3273,4166,0,0,0,0,1000,0,0,0,0,1
10186,50000,2,1,2,22,2,2,2,0,0,0,41632,44069,37395,32284,32805,33751,3509,0,1302,1191,1492,1949,1
11217,30000,2,2,1,31,-1,2,2,3,2,2,699,309,-471,1479,1320,930,0,0,1950,0,390,0,1
17824,50000,1,2,1,25,0,0,0,0,0,0,42238,43259,35307,23096,18970,19514,1807,1405,1366,1000,1000,1000,1
6035,280000,1,1,1,45,-1,-1,-1,-1,-1,-1,2270,1703,-15,30943,15631,17508,1703,0,30958,15631,17508,10049,1
14272,60000,2,2,3,49,0,0,2,2,0,0,59902,61336,61792,57619,12996,2054,3400,4500,17,500,1500,1000,1
7381,70000,2,2,1,37,0,0,0,0,0,0,49775,50600,47585,48493,49559,51079,2000,2500,2000,2000,2500,2050,1
4868,200000,1,2,1,40,-1,-1,-2,-2,-2,-1,9759,-241,-241,-241,-241,7817,0,0,0,0,8058,0,1
3878,20000,1,2,1,26,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
26230,270000,2,3,1,47,-1,-1,-1,2,2,-2,123,123,123,123,0,0,123,123,0,0,0,0,1
25102,50000,1,2,1,54,2,2,2,2,0,0,49264,50310,50782,49335,50133,51071,2500,1900,0,1937,2224,2148,1
4514,50000,2,2,1,40,0,0,0,0,0,0,47374,47517,42672,23665,20085,20263,2200,2500,5946,3000,7000,600,1
6240,240000,2,1,1,37,2,0,0,0,-2,-2,118402,119764,72050,0,0,0,5598,4000,0,0,0,0,1
18681,20000,2,1,2,27,-1,-1,-2,-2,-2,-2,4734,0,0,0,0,0,0,0,0,0,0,3187,1
8562,10000,2,2,1,32,0,0,0,0,0,0,4695,5719,6733,7616,7779,8646,1103,1117,1000,286,1000,200,1
25316,50000,2,3,2,26,2,2,2,2,2,2,33457,34504,35447,36061,36571,35850,1900,1800,1500,1400,0,3000,1
1730,150000,2,1,1,31,-2,-2,-2,-2,-2,-2,2977,1408,0,0,0,0,1408,0,0,0,0,4400,1
4777,20000,1,1,2,23,1,-2,-2,-2,-2,-2,-348,-738,-738,-1518,-1518,-1518,0,0,0,0,0,0,1
16914,20000,1,2,2,50,1,2,3,2,2,3,10056,12571,12086,11595,13197,12700,3000,0,0,1800,0,0,1
